,price,event_date,product_content_id,sold_count,visit_count,favored_count,basket_count,category_sold,category_brand_sold,category_visits,ty_visits,category_basket,category_favored,w_day,Month,weeknumber
263,76.06488889,29/09/2020,85004,45,0,0,157,197,0,2385,1,0,11469,Tue,Sep,39
264,76.08933333,28/09/2020,85004,45,0,0,164,212,0,2507,1,0,12222,Mon,Sep,39
265,76.01205128,27/09/2020,85004,39,0,0,139,210,0,2341,1,0,11566,Sun,Sep,39
266,75.81818182,26/09/2020,85004,33,0,0,143,208,0,2108,1,0,10746,Sat,Sep,39
267,76.13548387,25/09/2020,85004,31,0,0,132,172,0,2365,1,0,10918,Fri,Sep,39
268,75.68533333,24/09/2020,85004,30,0,0,119,197,0,2568,1,0,11558,Thu,Sep,39
269,72.9412,23/09/2020,85004,25,0,0,133,232,0,2948,1,0,12338,Wed,Sep,39
270,75.58069767,22/09/2020,85004,43,0,0,157,244,0,3062,1,0,14702,Tue,Sep,38
271,74.70772727,21/09/2020,85004,44,0,0,205,230,0,2926,1,0,13569,Mon,Sep,38
272,75.62142857,20/09/2020,85004,49,0,0,200,227,0,2638,1,0,12505,Sun,Sep,38
273,75.60545455,19/09/2020,85004,33,0,0,124,225,0,2416,1,0,12045,Sat,Sep,38
274,76.12181818,18/09/2020,85004,33,0,0,117,260,0,2490,1,0,12264,Fri,Sep,38
275,75.98322581,17/09/2020,85004,62,0,0,184,318,0,2845,1,0,12861,Thu,Sep,38
276,76.39771429,16/09/2020,85004,35,0,0,165,219,0,2738,1,0,14040,Wed,Sep,38
277,76.15942308,15/09/2020,85004,52,0,0,200,273,0,3354,1,0,18251,Tue,Sep,37
278,75.13448276,14/09/2020,85004,29,0,0,159,373,0,3067,1,0,17482,Mon,Sep,37
279,75.9096,13/09/2020,85004,25,0,0,135,360,0,3064,1,0,18609,Sun,Sep,37
280,74.04,12/09/2020,85004,38,0,0,206,405,0,3318,1,0,20838,Sat,Sep,37
281,74.425,11/09/2020,85004,50,0,0,206,751,0,6520,1,0,31595,Fri,Sep,37
282,74.11897059,10/09/2020,85004,136,0,0,432,1065,0,14516,1,0,53008,Thu,Sep,37
283,74.66188889,09/09/2020,85004,90,0,0,393,865,0,12333,1,0,55873,Wed,Sep,37
284,73.1095,08/09/2020,85004,180,0,0,739,929,0,13747,1,0,67892,Tue,Sep,36
285,73.17970588,07/09/2020,85004,68,0,0,372,340,0,5140,1,0,29773,Mon,Sep,36
286,75.49230769,06/09/2020,85004,26,0,0,91,222,0,2427,1,0,13488,Sun,Sep,36
287,75.40294118,05/09/2020,85004,17,0,0,89,300,0,2405,1,0,12577,Sat,Sep,36
288,76.06428571,04/09/2020,85004,14,0,0,62,474,0,2644,1,0,10862,Fri,Sep,36
289,74.31064516,03/09/2020,85004,31,0,0,129,416,0,2674,1,0,13277,Thu,Sep,36
290,75.88235294,02/09/2020,85004,17,0,0,93,348,0,2763,1,0,14424,Wed,Sep,36
291,74.04653846,01/09/2020,85004,26,0,0,117,161,0,2625,1,0,12831,Tue,Sep,35
292,74.66451613,31/08/2020,85004,31,0,0,127,157,0,2803,1,0,14154,Mon,Aug,35
293,74.7725,30/08/2020,85004,40,0,0,164,211,0,2393,1,0,12987,Sun,Aug,35
294,75.42413793,29/08/2020,85004,29,0,0,126,218,0,2168,1,0,11776,Sat,Aug,35
295,74.66956522,28/08/2020,85004,23,0,0,109,167,0,2487,1,0,12944,Fri,Aug,35
296,74.85454545,27/08/2020,85004,33,0,0,152,270,0,2726,1,0,13279,Thu,Aug,35
297,74.97714286,26/08/2020,85004,35,0,0,98,254,0,2546,1,0,12240,Wed,Aug,35
298,76.92272727,25/08/2020,85004,22,0,0,112,231,0,2561,1,0,13790,Tue,Aug,34
299,76.30866667,24/08/2020,85004,30,0,0,108,188,0,2473,1,0,13522,Mon,Aug,34
300,74.59129032,23/08/2020,85004,31,0,0,106,157,0,2546,1,0,13815,Sun,Aug,34
301,72.1084375,22/08/2020,85004,32,0,0,165,181,0,2565,1,0,15291,Sat,Aug,34
302,73.18,21/08/2020,85004,63,0,0,185,293,0,4490,1,0,22850,Fri,Aug,34
303,72.26622754,20/08/2020,85004,167,0,0,529,728,0,8063,1,0,33286,Thu,Aug,34
304,72.95158416,19/08/2020,85004,101,0,0,407,659,0,8332,1,0,42522,Wed,Aug,34
305,73.50989011,18/08/2020,85004,91,0,0,377,631,0,8807,1,0,44141,Tue,Aug,33
306,68.60693548,17/08/2020,85004,62,0,0,264,283,0,3855,1,0,22376,Mon,Aug,33
307,73.65382353,16/08/2020,85004,34,0,0,96,143,0,2249,1,0,11653,Sun,Aug,33
308,73.63315789,15/08/2020,85004,38,0,0,91,168,0,2336,1,0,11265,Sat,Aug,33
309,73.03410256,14/08/2020,85004,39,0,0,130,175,0,2285,1,0,11259,Fri,Aug,33
310,71.59,13/08/2020,85004,51,0,0,161,174,0,2692,1,0,15150,Thu,Aug,33
311,73.35257143,12/08/2020,85004,35,0,0,139,146,0,3107,1,0,17307,Wed,Aug,33
312,75.12931034,11/08/2020,85004,29,0,0,102,217,0,2723,1,0,13341,Tue,Aug,32
313,75.115,10/08/2020,85004,42,0,0,105,244,0,3145,1,0,13481,Mon,Aug,32
314,75.48291667,09/08/2020,85004,24,0,0,97,208,0,2575,1,0,12002,Sun,Aug,32
315,74.0962963,08/08/2020,85004,27,0,0,112,199,0,2692,1,0,12740,Sat,Aug,32
316,73.48128205,07/08/2020,85004,39,0,0,141,248,0,2805,1,0,13058,Fri,Aug,32
317,74.90731707,06/08/2020,85004,41,0,0,124,258,0,3140,1,0,14162,Thu,Aug,32
318,74.71131579,05/08/2020,85004,38,0,0,139,263,0,3375,1,0,16453,Wed,Aug,32
319,75.07131579,04/08/2020,85004,38,0,0,161,265,0,3179,1,0,16470,Tue,Aug,31
320,73.29863636,03/08/2020,85004,44,0,0,164,252,0,2836,1,0,13024,Mon,Aug,31
321,71.28193548,02/08/2020,85004,31,0,0,122,201,0,2270,1,0,11469,Sun,Aug,31
322,73.0995,01/08/2020,85004,20,0,0,128,193,0,1999,1,0,9629,Sat,Aug,31
323,74.56391304,31/07/2020,85004,23,0,0,132,167,0,1776,1,0,9177,Fri,Jul,31
324,72.40782609,30/07/2020,85004,46,0,0,209,274,0,2274,1,0,12192,Thu,Jul,31
325,75.20875,29/07/2020,85004,16,0,0,70,152,0,2150,1,0,10973,Wed,Jul,31
326,74.85,28/07/2020,85004,17,0,0,125,168,0,2356,1,0,12542,Tue,Jul,30
327,74.62884615,27/07/2020,85004,26,0,0,90,153,0,2143,1,0,12109,Mon,Jul,30
328,74.97722222,26/07/2020,85004,36,0,0,80,212,0,2959,1,0,10520,Sun,Jul,30
329,73.34735294,25/07/2020,85004,34,0,0,143,170,0,2961,1,0,12070,Sat,Jul,30
330,73.4916,24/07/2020,85004,25,0,0,127,169,0,2367,1,0,12280,Fri,Jul,30
331,75.6,23/07/2020,85004,24,0,0,92,174,0,2354,1,0,11722,Thu,Jul,30
332,75.6,22/07/2020,85004,25,0,0,99,186,0,2198,1,0,11047,Wed,Jul,30
333,76.37769231,21/07/2020,85004,26,0,0,78,168,0,2494,1,0,12050,Tue,Jul,29
334,78.952,20/07/2020,85004,25,0,0,89,181,0,2398,1,0,12367,Mon,Jul,29
335,76.12789474,19/07/2020,85004,19,0,0,105,164,0,2287,1,0,11698,Sun,Jul,29
336,75.87357143,18/07/2020,85004,42,0,0,140,142,0,2037,1,0,10767,Sat,Jul,29
337,75.55862069,17/07/2020,85004,29,0,0,115,173,0,2631,1,0,13111,Fri,Jul,29
338,75.459375,16/07/2020,85004,32,0,0,122,299,0,3391,1,0,17365,Thu,Jul,29
339,75.57272727,15/07/2020,85004,22,0,0,80,203,0,2380,1,0,10468,Wed,Jul,29
340,75.49032258,14/07/2020,85004,31,0,0,90,179,0,2202,1,0,10478,Tue,Jul,28
341,75.43136364,13/07/2020,85004,22,0,0,104,207,0,2443,1,0,13287,Mon,Jul,28
342,75.91,12/07/2020,85004,19,0,0,99,180,0,2580,1,0,14259,Sun,Jul,28
343,74.53464286,11/07/2020,85004,28,0,0,137,249,0,3092,1,0,15862,Sat,Jul,28
344,69.9,10/07/2020,85004,67,0,0,224,394,0,4230,1,0,17490,Fri,Jul,28
345,69.9,09/07/2020,85004,117,0,0,365,658,0,7381,1,0,28898,Thu,Jul,28
346,70.33564356,08/07/2020,85004,101,0,0,300,621,0,7213,1,0,34976,Wed,Jul,28
347,71,07/07/2020,85004,106,0,0,321,694,0,6716,1,0,34483,Tue,Jul,27
348,78.00058824,06/07/2020,85004,34,0,0,159,293,0,3029,1,0,15885,Mon,Jul,27
349,77.9952381,05/07/2020,85004,21,0,0,116,237,0,2277,1,0,11521,Sun,Jul,27
350,77.94761905,04/07/2020,85004,21,0,0,107,197,0,2366,1,0,11592,Sat,Jul,27
351,77.0515,03/07/2020,85004,20,0,0,153,224,0,2438,1,0,12881,Fri,Jul,27
352,79.22931034,02/07/2020,85004,29,0,0,131,237,0,2712,1,0,14059,Thu,Jul,27
353,76.9952381,01/07/2020,85004,42,0,0,166,274,0,2735,1,0,13956,Wed,Jul,27
354,78.5109375,30/06/2020,85004,32,0,0,155,247,0,2505,1,0,14549,Tue,Jun,26
355,79.7625,29/06/2020,85004,32,0,0,141,262,0,2665,1,0,16281,Mon,Jun,26
356,81.5078125,28/06/2020,85004,32,0,0,158,203,0,2774,1,0,15544,Sun,Jun,26
357,72.08414634,27/06/2020,85004,41,0,0,199,160,0,2819,1,0,17557,Sat,Jun,26
358,70.54915254,26/06/2020,85004,59,0,0,244,178,0,2828,1,0,16239,Fri,Jun,26
359,70.83863636,25/06/2020,85004,44,0,0,203,199,0,2955,1,0,17564,Thu,Jun,26
360,72.14321429,24/06/2020,85004,56,0,0,207,292,0,3455,1,0,17621,Wed,Jun,26
361,77.9,23/06/2020,85004,36,0,0,161,265,0,3005,1,0,17091,Tue,Jun,25
362,78.14545455,22/06/2020,85004,33,0,0,171,261,0,3550,1,0,14571,Mon,Jun,25
363,71.9,21/06/2020,85004,46,0,0,176,390,0,3118,1,0,12703,Sun,Jun,25
364,71.9,20/06/2020,85004,30,0,0,146,384,0,3059,1,0,12870,Sat,Jun,25
365,71.9,19/06/2020,85004,59,0,0,228,559,0,4454,1,0,16475,Fri,Jun,25
366,72.74587629,18/06/2020,85004,97,0,0,353,807,0,6620,1,0,23471,Thu,Jun,25
367,71.27586207,17/06/2020,85004,87,0,0,365,875,0,6364,1,0,23283,Wed,Jun,25
368,73.42463158,16/06/2020,85004,95,0,0,434,1132,0,7368,1,0,28435,Tue,Jun,24
369,85.7996,15/06/2020,85004,25,0,0,131,179,0,3423,1,0,12078,Mon,Jun,24
370,82.30086957,14/06/2020,85004,23,0,0,140,136,0,2828,1,0,10991,Sun,Jun,24
371,78.54543478,13/06/2020,85004,46,0,0,221,162,0,3030,1,0,12541,Sat,Jun,24
372,75.9,12/06/2020,85004,63,0,0,196,182,0,3579,1,0,14083,Fri,Jun,24
373,75.77142857,11/06/2020,85004,70,0,0,279,258,0,4092,1,0,14899,Thu,Jun,24
374,75.75964912,10/06/2020,85004,57,0,0,199,173,0,3573,1,0,12417,Wed,Jun,24
375,76.04775,09/06/2020,85004,40,0,0,151,197,0,3574,1,0,12966,Tue,Jun,23
376,76.02847826,08/06/2020,85004,46,0,0,159,233,0,3345,1,0,11841,Mon,Jun,23
377,76.53888889,07/06/2020,85004,45,0,0,215,239,0,3180,1,0,11591,Sun,Jun,23
378,76.94294118,06/06/2020,85004,34,0,0,203,271,0,3076,1,0,11961,Sat,Jun,23
379,81.61184211,05/06/2020,85004,38,0,0,159,251,0,2979,1,0,11228,Fri,Jun,23
380,81.39076923,04/06/2020,85004,39,0,0,188,224,0,3505,1,0,14117,Thu,Jun,23
381,80.65333333,03/06/2020,85004,48,0,0,185,216,0,3531,1,0,14230,Wed,Jun,23
382,80.87129032,02/06/2020,85004,31,0,0,152,249,0,3267,1,0,13418,Tue,Jun,22
383,80.2225,01/06/2020,85004,32,0,0,193,257,0,3542,1,0,14078,Mon,Jun,22
384,80.645,31/05/2020,85004,28,0,0,135,347,0,4445,1,0,16529,Sun,May,22
385,80.28,30/05/2020,85004,38,0,0,167,355,0,4333,1,0,15729,Sat,May,22
386,80.54769231,29/05/2020,85004,39,0,0,162,342,0,4058,1,0,15415,Fri,May,22
387,80.95862069,28/05/2020,85004,29,0,0,168,311,0,3941,1,0,15490,Thu,May,22
388,79.81942857,27/05/2020,85004,35,0,0,228,246,0,3733,1,0,14839,Wed,May,22
389,78.52238095,26/05/2020,85004,42,0,0,282,303,0,4258,1,0,16397,Tue,May,21
390,79.34083333,25/05/2020,85004,36,0,0,233,260,0,4039,1,0,16032,Mon,May,21
